scheme,model,n_folds,precision_mean,precision_std,recall_mean,recall_std,specificity_mean,specificity_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std,dice_mean,dice_std,iou_mean,iou_std,tn,fp,fn,tp
5-Fold CV,resnet50_unet,5,0.9919810055521683,0.009090590788387566,0.9628414754733863,0.037152624613754875,0.9696372934337136,0.03326612110434822,0.9767847049320031,0.016409297392549645,0.9934251610751769,0.006878627454372825,0.39643237438235546,0.20439601286998058,0.28348982155332797,0.1529124342760501,18031,585,2679,69398
5-Fold CV,baseline_cnn,5,0.9646735070155588,0.04534577310943929,0.9073072601173082,0.07894224629344546,0.8584068765642334,0.19132260010929383,0.9320449540242433,0.029270264241638023,0.984024439004652,0.007611345248942495,,,,,15982,2634,6829,65248
